Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
001.jpg,Hawar,1970.2734375,2638.0,996.09375,2476.0,0.9697002208731893,0.9594316119705963,0.9846816081259804,0.961922923138437,7.7265625,10.345098039215687,3.90625,9.709803921568627,0.8269000848505175,0.8605602699934767,0.7703591515867818,0.8526040079982475,0.4725863334189374,0.4633154892515388,0.48688450655997695,0.46561090238117087,0.6874491496968611,0.6806728210025275,0.6977710989715589,0.6823568731837988,0.9391599858728713,0.9184970620086635,0.9692416510985195,0.9235021704069185
002.jpg,Hawar,1838.7890625,2446.0,768.984375,2248.0,0.9717222486005598,0.9623842770584073,0.9881742014732569,0.9654292129302124,7.2109375,9.592156862745098,3.015625,8.815686274509803,0.8055300555786153,0.8360843776983092,0.7413328054408301,0.8261365026782197,0.48829308955314665,0.48040115384598325,0.5040854934287594,0.4832263264905211,0.6987797146119417,0.6931097704159012,0.709989784031263,0.6951448241125882,0.9416015511626626,0.9221835052502628,0.9755776801178633,0.9284826327892848
003.jpg,Hawar,1900.546875,2640.0,1135.546875,2544.0,0.9707725083043706,0.9594008550425983,0.9825370332636177,0.9608771875865039,7.453125,10.352941176470589,4.453125,9.976470588235294,0.5954940829640267,0.624779869400444,0.5547407437676897,0.6205281079144601,0.6763753541493956,0.669933640227393,0.6875907520732711,0.6712922957351896,0.822420424204917,0.8184947405007518,0.8292109213422548,0.8193242921671428,0.9010064540625156,0.8605369739046028,0.9408529128046477,0.8656083566717083
004.jpg,Hawar,1920.46875,2516.0,950.2734375,2466.0,0.9704661404668902,0.9613077845784763,0.9853862541521853,0.9620767077784271,7.53125,9.866666666666667,3.7265625,9.670588235294117,0.819823865827467,0.8498909882566996,0.763064243616558,0.8474183186846043,0.47757679025194644,0.4695396392213623,0.4918384258383194,0.47024966099307325,0.6910693092967929,0.6852296251778395,0.7013119319092749,0.6857475198592214,0.9401850217925832,0.9215577118730311,0.9704027545591931,0.9231165808739648
005.jpg,Hawar,2812.96875,3834.0,1882.6171875,3680.0,0.9567408613477686,0.9410389690277735,0.9710482393581028,0.943407252483622,11.03125,15.035294117647059,7.3828125,14.431372549019608,0.7332405510903391,0.7730827911234857,0.6884078117751551,0.7668761492754672,0.5842251027249135,0.5730961917613387,0.5974995203542508,0.5751908391191924,0.764346192981239,0.7570311696101679,0.7729809314299098,0.7584133695546199,0.8844514867372009,0.8412519659970074,0.9226676026676025,0.8476283867681239
006.jpg,Hawar,2876.71875,4056.0,1954.3359375,3664.0,0.9557604842678313,0.937624950019992,0.9699453151431736,0.9436533079076062,11.28125,15.905882352941177,7.6640625,14.36862745098039,0.7539106281982685,0.8004199159142398,0.7095763670031157,0.7846494079140381,0.5678964539630192,0.5544158463880082,0.5810276198982963,0.559728577820526,0.7535890484627674,0.7445910598362085,0.7622516775306541,0.7481501038030577,0.8865113790015434,0.8388628656167446,0.9229000434906608,0.8544362770265663
007.jpg,Hawar,2261.1328125,3058.0,1506.09375,3066.0,0.9652272504459755,0.9529726570910098,0.9768385914864823,0.9528496293790176,8.8671875,11.992156862745098,5.90625,12.023529411764706,0.6810944329585482,0.7134543905878158,0.6424263167403833,0.7137994069578344,0.6147013796902032,0.6067657427473331,0.6256401853403739,0.6066542999683233,0.7840289405947992,0.7789516947457866,0.790974200173668,0.7788801576419336,0.9011376973154411,0.865023939471953,0.9341498671105494,0.8646708300918927
008.jpg,Hawar,2269.1015625,3226.0,1526.015625,2918.0,0.9651047033109833,0.9503890751391751,0.9765322236490019,0.955125642050872,8.8984375,12.650980392156862,5.984375,11.443137254901961,0.6931766331613649,0.7327828517518237,0.65503766352576,0.719435969918329,0.6045690110737156,0.5942610175810001,0.6153297414343342,0.5985501077055951,0.7775403597715784,0.7708832710475693,0.7844295643551014,0.7736602017071804,0.9035368181805143,0.8616473422430613,0.9351266046762722,0.8748564614585408
009.jpg,Hawar,2255.15625,3208.0,1446.328125,2968.0,0.9653191607972196,0.9506658874911574,0.9777576949989235,0.9543567188509212,8.84375,12.580392156862745,5.671875,11.63921568627451,0.8130795459093338,0.8572086440721787,0.7694658709517564,0.84626883645804,0.4958636594286151,0.4836332891217866,0.5075943226651107,0.4869736209168064,0.7041758725124109,0.695437480383238,0.7124565408957312,0.6978349524900616,0.9263129707357095,0.8949127403083127,0.9527413575566477,0.9027746300608079
010.jpg,Hawar,2520.1171875,3390.0,1171.40625,3062.0,0.9612444685587302,0.9478670070433364,0.9819855711561529,0.9529111432350137,9.8828125,13.294117647058822,4.59375,12.007843137254902,0.8570176896328414,0.8978450846401487,0.7832578301329494,0.8829494275276795,0.4628422187943039,0.45063425326165474,0.4824061325759624,0.455177963108561,0.6803250831729666,0.671292971258939,0.6945546289356672,0.6746687802978295,0.9224728119924541,0.8957219587383933,0.963963646997283,0.9058113975389263
011.jpg,Hawar,2045.9765625,2852.0,1241.1328125,2630.0,0.9685360230907636,0.956140620674807,0.9809132837249717,0.9595546396825885,8.0234375,11.184313725490197,4.8671875,10.313725490196077,0.5923571428848693,0.6233195899806897,0.55070613480455,0.613750326706143,0.6824916451530061,0.6752804197835363,0.6942433977842056,0.6784066644583066,0.8261305254940082,0.8217544765825959,0.833212696605258,0.8236544569528574,0.8903806829518431,0.844898674808513,0.9335025954031142,0.8569717793640914
012.jpg,Hawar,2665.546875,3746.0000000000005,1635.5859375,3378.0,0.9590079833451235,0.9423922738596869,0.9748472005428599,0.9480515486113247,10.453125,14.690196078431375,6.4140625,13.247058823529413,0.8090260046544061,0.8553984443950025,0.7563399509051365,0.8396391476803298,0.5126079118458045,0.49931465900274075,0.5273996582969892,0.5043539932072971,0.7159664180992041,0.7066220057447551,0.7262228709542197,0.7101788459305847,0.9085148592653912,0.8709471432617384,0.9438644988467012,0.8836250533737726
013.jpg,Hawar,1761.09375,2296.0,761.015625,2222.0,0.9729170831667333,0.9646910466582598,0.988296748608249,0.9658290529941869,6.90625,9.003921568627451,2.984375,8.713725490196078,0.7964524584284814,0.8235418976566546,0.7360238094953164,0.8197852400217391,0.4940752021645822,0.4873262045577065,0.508858567486814,0.48838515739591476,0.7029048315131873,0.6980875335928199,0.7133432325934087,0.6988455890938389,0.9435263828476232,0.9262250722432683,0.9755962423617558,0.9286028355943128
014.jpg,Hawar,2406.5625,3200.0000000000005,1163.4375,2966.0,0.9629907652323686,0.9507889152031497,0.9821081182911451,0.9543874757789192,9.4375,12.549019607843139,4.5625,11.631372549019607,0.8502916043140173,0.8879278454225206,0.7817110147302924,0.8771353845949307,0.4654932917177287,0.4545473689843067,0.4835613424674404,0.457804745904815,0.6822706880100659,0.674201282247599,0.6953857508372173,0.6766127000765024,0.9258122277581496,0.9013123460321066,0.9641343882539399,0.9085288807285089
015.jpg,Hawar,2012.109375,2798.0,1213.2421875,2660.0,0.9690568484144804,0.956971057730754,0.9813421986974441,0.959093285762618,7.890625,10.972549019607843,4.7578125,10.431372549019608,0.6665227757403622,0.6996181329012052,0.6236186892292663,0.69341206717058,0.6202881309922866,0.6124431403590226,0.6319642863847438,0.6143872649460083,0.7875837295121622,0.7825874649897113,0.7949618144192485,0.7838285941109882,0.9115203056019248,0.8757729869942433,0.9466493723876951,0.8818999804877371
016.jpg,Hawar,1721.25,2322.0,874.5703125,2210.0,0.9735298188416941,0.9642912065942854,0.9865504519346109,0.9660135945621751,6.75,9.105882352941178,3.4296875,8.666666666666666,0.7640063611760626,0.7935512139650508,0.713769465546092,0.7879298112648712,0.5233746865876406,0.5163385666146505,0.5358757237863743,0.5179409352065075,0.7234463951030793,0.7185670230497991,0.7320353296025911,0.7196811343966907,0.9412880776755524,0.9205094020412881,0.9701683635411662,0.9243435738635859
017.jpg,Hawar,2577.890625,3460.0000000000005,1629.609375,3460.0000000000005,0.9603560018300372,0.9467905145634055,0.9749391108941039,0.9467905145634055,10.109375,13.568627450980394,6.390625,13.568627450980394,0.7863310590221214,0.824019717491639,0.7378098388166723,0.824019717491639,0.5308107989002127,0.5205150356951702,0.5444505047825656,0.5205150356951702,0.7285676350897099,0.7214672797120949,0.7378688940337339,0.7214672797120949,0.908041962390718,0.8759972964686266,0.941868875761675,0.8759972964686266
018.jpg,Hawar,2093.7890625,2988.0,1302.890625,2700.0,0.9678007402808108,0.9540491495709408,0.9799635434287823,0.9584781472026573,8.2109375,11.717647058823529,5.109375,10.588235294117647,0.7952564848569315,0.8372588706784623,0.7516441791360478,0.8237955106598266,0.5071991931250901,0.4959217716665033,0.518726831045301,0.4999634090990054,0.712179186107745,0.7042171338916026,0.7202269302416434,0.7070809070389367,0.930248888657483,0.9001570156233629,0.9565963588791568,0.9097804358042437
019.jpg,Hawar,2378.671875,2864.0,840.703125,2768.0,0.9634196802048411,0.9559560791068189,0.9870712772583274,0.9574324116507242,9.328125,11.231372549019607,3.296875,10.854901960784314,0.8436068373255803,0.8676280442387526,0.7559045608130698,0.8630678474347949,0.4709687586355008,0.46372450521425745,0.49344971547902255,0.46507298913956885,0.6862716361875236,0.6809732044759599,0.7024597607543244,0.6819626009830516,0.9259179165292999,0.9108717144663894,0.9738168850714946,0.9138592547636053
020.jpg,Hawar,2217.3046875,2772.0,934.3359375,2684.0,0.9659012596884323,0.9573708977947283,0.9856313484221696,0.9587242026266416,8.6953125,10.870588235294116,3.6640625,10.525490196078431,0.8326511313070184,0.8605369537346621,0.7593496642173214,0.8563157587343054,0.47593197093290446,0.46760907343329494,0.49470606773461534,0.4688488466787609,0.6898782290614079,0.6838194743009992,0.7033534443895297,0.6847253804838557,0.9305699939330792,0.9132798508924549,0.9707433307768322,0.9160328714990437
021.jpg,Hawar,1665.46875,2154.0,755.0390625,2132.0,0.9743876487866392,0.9668747885461201,0.9883886589594931,0.9672131147540983,6.53125,8.447058823529412,2.9609375,8.36078431372549,0.7964516561212778,0.8217722878057787,0.7408163736307091,0.820634999398658,0.4903933212473869,0.48413977423582844,0.5038733614137291,0.4844558051711989,0.700280887392614,0.6958015336544096,0.7098403774185638,0.6960285950815519,0.9471520727690429,0.9315346373974531,0.97604143011898,0.9322339122244057
022.jpg,Hawar,2970.3515625,3916.0,1386.5625,3462.0,0.9543205554316736,0.9397779349798543,0.9786767985113647,0.9467597576354074,11.6484375,15.35686274509804,5.4375,13.576470588235294,0.8766503486613432,0.9183150964350495,0.7942550858177866,0.8987022384667717,0.45840007214397716,0.4456693086872069,0.4811247068622945,0.45185904064047766,0.6770524884704119,0.6675846827835453,0.6936315353718389,0.6722046121832829,0.9082739863099177,0.8790057950772107,0.9571822229857162,0.8930332131147349
023.jpg,Hawar,2442.421875,3234.0,1177.3828125,2798.0,0.9624393031249039,0.9502660474271829,0.9818936608049089,0.956971057730754,9.578125,12.682352941176472,4.6171875,10.972549019607843,0.8510872262190576,0.8883841444970527,0.7815916157081543,0.868123940644865,0.4659410184972426,0.4551090163913829,0.48431267561980373,0.4611921345130766,0.6825987243595191,0.6746176816474521,0.6959257687568435,0.6791112828639181,0.9245619019158304,0.9000567960641072,0.9636346525548579,0.9135308952960334
024.jpg,Hawar,2476.2890625,2912.0,918.3984375,2982.0,0.9619184778011872,0.9552179128348661,0.9858764426921539,0.954141420354935,9.7109375,11.419607843137255,3.6015625,11.694117647058825,0.8222471285449529,0.8417459492096506,0.7354487363695255,0.8449871378650332,0.49446514054840696,0.4895536127307969,0.5171727079503677,0.48857468069315313,0.703182153178255,0.6996810793002745,0.7191472088177551,0.6989811733467169,0.9187846783637439,0.9042426043360896,0.9698791124100451,0.9019407438633995
025.jpg,Hawar,2681.484375,3370.0,1091.71875,3130.0,0.9587628890751392,0.9481745763233168,0.9832110425060745,0.9518654076830806,10.515625,13.215686274509803,4.28125,12.27450980392157,0.847368394807946,0.8782481483228046,0.7612195202717043,0.8674519242776404,0.47726836207828716,0.46852682177514016,0.5002982176326413,0.47184876298575607,0.6908461204047448,0.6844901911460384,0.7073176214633997,0.6869124856819506,0.9146560032463689,0.8925509350371383,0.9652537071166494,0.9002030939662443
026.jpg,Hawar,2267.109375,2750.0,912.421875,2704.0,0.9651353400947313,0.9577092240027066,0.985968353043398,0.9584166333466613,8.890625,10.784313725490197,3.578125,10.603921568627452,0.7832622176817342,0.8046925237730278,0.7071421795149202,0.8025283601811251,0.5241128919015522,0.5190593892480061,0.5439275365093955,0.5197074742938163,0.7239564157472135,0.7204577636808462,0.7375144313905969,0.720907396476008,0.9211618269415044,0.9039786520143916,0.9682707528464051,0.9055848272897872
027.jpg,Hawar,2135.625,2618.0,884.53125,2560.0,0.967157367822102,0.9597391812505767,0.9863972680158706,0.9606311321625196,8.375,10.266666666666667,3.46875,10.03921568627451,0.8055212239345511,0.8282445686153471,0.733639408452875,0.8254375670437464,0.4989516821204585,0.4933005594955715,0.517298246542796,0.4941214961684065,0.7063651195525289,0.7023535858067299,0.7192344864804495,0.702937761233814,0.9300143461261708,0.9139821280765765,0.9710134045522573,0.9158877952162092
028.jpg,Hawar,2868.75,3498.0,1362.65625,3494.0,0.9558830314028235,0.9462061329314428,0.9790444399163412,0.9462676467874389,11.25,13.717647058823529,5.34375,13.701960784313725,0.825662734098702,0.8521762640083141,0.7477642149868553,0.8520032530288342,0.5032155770166522,0.4960365449008833,0.524870123945718,0.4960914451470104,0.7093768934893864,0.7042986191246461,0.7244792087739427,0.704337593166097,0.9029556277318119,0.8812643312442449,0.9539039231726106,0.8814001067373904
029.jpg,Hawar,2285.0390625,2796.0,1089.7265625,2936.0,0.9648596090409989,0.957001814658752,0.9832416792898224,0.9548488296988897,8.9609375,10.964705882352941,4.2734375,11.513725490196078,0.8087637536378396,0.8322169042789462,0.7424237180535578,0.8387527373397434,0.500926102546947,0.4950027391056083,0.5183544203814339,0.49303951110986943,0.7077613316273693,0.7035643105684144,0.7199683467913252,0.7021677229194385,0.9244553739331695,0.9072995677733534,0.9639730510387479,0.9026579152298161
030.jpg,Hawar,2350.78125,3040.0,1059.84375,2858.0,0.9638485951773137,0.953249469442992,0.9837012310460431,0.9560483498908129,9.21875,11.92156862745098,4.15625,11.207843137254901,0.8300178346158154,0.862179356081993,0.7581459085146647,0.8537096845058488,0.48300994509323336,0.47418134136738876,0.5018215800413302,0.4767263924900384,0.6949891690474272,0.6886082640858943,0.7083936617738262,0.6904537584009797,0.9250184977422382,0.9028551698847417,0.9661947803380262,0.9086710774771682
031.jpg,Hawar,2868.75,3506.0,1187.34375,3446.0,0.9558830314028235,0.9460831052194507,0.9817404768861686,0.9470058130593917,11.25,13.749019607843138,4.65625,13.513725490196078,0.8284482993670446,0.8554015948628736,0.7400559575976609,0.8527977752899667,0.5006409048089978,0.49329772711852904,0.5248858016035,0.49412179842106685,0.7075598241908579,0.7023515694568704,0.7244900286432518,0.7029379762262578,0.9035021371531863,0.8816793733229923,0.9600606067661799,0.883704255696244
032.jpg,Hawar,2964.375,3666.0,1253.0859375,3512.0,0.9544124657829176,0.9436225509796081,0.9807294630224832,0.9459908344354566,11.625,14.376470588235293,4.9140625,13.772549019607844,0.8344983699824001,0.8639455799671859,0.7455877618284801,0.8573383786824784,0.4978005623588284,0.4895746687201164,0.5224110421397419,0.4916815537631477,0.7055498298198565,0.6996961259862144,0.7227800786821271,0.7012000811203231,0.9006119906095729,0.876694732988508,0.9579871922670842,0.8818744959780798
033.jpg,Hawar,1960.3125000000002,2596.0,1004.0625,2482.0,0.9698534047919294,0.960077507458555,0.9845590609909882,0.9618306523544429,7.687500000000001,10.180392156862746,3.9375,9.733333333333333,0.7178334100490519,0.7461045437200825,0.6640911986879583,0.7407165691873714,0.573853727851818,0.5673681968651043,0.5878891949798456,0.5689844582001333,0.7575313378678258,0.7532384727728028,0.7667393266161882,0.7543105847064148,0.9240452337023514,0.8987500679638434,0.9610963392133995,0.9031963284615792
034.jpg,Hawar,2209.3359375,2952.0,1149.4921875,2774.0,0.9660238068234245,0.9546027742749055,0.9823225757773814,0.9573401408667302,8.6640625,11.576470588235294,4.5078125,10.878431372549018,0.7009959991098619,0.7320205308785606,0.6441342351920568,0.7240612523857679,0.596145586939969,0.5886515908692145,0.6116026902776276,0.5911479476219554,0.7721046476611633,0.7672363331263806,0.7820503118582766,0.7688614619175261,0.9084264829083625,0.876639916929069,0.9523553477350092,0.8840782959218284
