Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
001.jpg,Hawar,84.41040134803923,87.01774702037679,23.353538602941182,93.12459823144943,0.3212361575058954,0.304681756727481,0.38094048623463417,0.30529036795390996,5.0336243872549025,5.18881968473664,2.805499387254903,5.30551326412918,7.276839207883892,7.328468547122526,6.935712386102502,7.329472937436725,0.0018046680701232706,0.001626927921284231,0.0020052671157502525,0.0016556138982418995,0.04248138498358158,0.04033519457352637,0.04478020897394576,0.040689235655660815,0.9726818102308485,0.9718417090238902,0.9924582651279141,0.9698655768963795
002.jpg,Hawar,106.4666666666667,113.50003844675126,38.861014093137264,108.98040753556323,0.28688073483827536,0.26459440890438907,0.3188222784112549,0.2703158743128167,5.710232843137256,5.991695501730105,3.697625612745099,5.86548250672818,7.709140818254013,7.773668923024232,7.473486819239059,7.752153335933842,0.00120595014631542,0.00107901077883717,0.0012414627045862774,0.0011124169111900737,0.03472679291721912,0.032848299481665254,0.03523439661163899,0.03335291458313761,0.9686968641183389,0.9666296215715485,0.9885655988805216,0.9679579993764907
003.jpg,Hawar,95.2247549019608,97.51666282199157,42.15246629901962,101.51229527104962,0.23809892919015688,0.22711134158868002,0.2684355662807236,0.2296352756822392,5.80061274509804,5.987927720107651,4.078232230392158,6.007458669742408,7.700174717844192,7.736908379772437,7.491595105691467,7.73533728201653,0.0008814624051596744,0.0008381556142973431,0.0009374056665405136,0.0008418144560671591,0.029689432550314504,0.028950917330843647,0.03061708128709387,0.029014038947846592,0.9589519414729647,0.9579837660050223,0.9818367021328601,0.9562629075483616
004.jpg,Hawar,84.86861213235295,89.10809688581317,23.782950367647064,91.0732487504806,0.3286717648780889,0.31163794639512366,0.37825557138114746,0.3082301317577844,5.0045189950980395,5.174625144175317,2.8520373774509804,5.251118800461361,7.243838686295472,7.287851139172851,6.933778723716291,7.304437962777757,0.0020074292761873445,0.0018494568306248404,0.0021455064749360225,0.0018099000458375147,0.04480434438966097,0.04300531165594362,0.0463196122062353,0.04254292004361612,0.9732199224310086,0.9718829206054584,0.9925049304928029,0.9712629405343376
005.jpg,Hawar,123.1851256127451,130.94868127643215,62.04820772058824,136.6650057670127,0.18527139300478698,0.17826298412945626,0.21373388900184825,0.17599373868069046,7.070664828431371,7.330103806228373,5.1799172794117645,7.4879200307574,7.950415302084388,7.9872967461265985,7.761702834236385,7.999820275866627,0.0007639098909899436,0.0007259289413573964,0.0008037382050323193,0.0007238173115625094,0.027638919859320547,0.0269430685215585,0.028350276983343907,0.02690385309881299,0.9596430660095638,0.9570958289280045,0.9796679588179424,0.9552230990929619
006.jpg,Hawar,116.0851868872549,126.31298731257209,56.11639093137254,126.18774317570164,0.19094867880383729,0.18058707422039194,0.2203354818542999,0.18270219378957306,6.884175857843138,7.256163014225298,4.946905637254902,7.20732026143791,7.922071455815669,7.973116760379973,7.719651437045814,7.96500870214177,0.0007723704524702038,0.0007267136630530269,0.0008195307290540297,0.0007325457440215006,0.027791553617424913,0.026957627177721464,0.028627447127783322,0.027065582277525466,0.9616514167187902,0.9582756624654208,0.981470235949096,0.9583169407223261
007.jpg,Hawar,96.39125306372549,103.81480968858133,47.40923713235293,108.36155324875048,0.20640984645278462,0.19694672629763577,0.2290236906978369,0.19304011906678065,6.19220281862745,6.450472895040369,4.574096200980392,6.600507497116495,7.823881491361412,7.862981081588589,7.641939423560783,7.879427337802441,0.0009410763410181781,0.0008954805038312978,0.0009544899957723592,0.0008837036475339017,0.0306769675981538,0.029924580261572555,0.03089482150413495,0.0297271533708477,0.9704288988878993,0.9681491065861764,0.9854468354627063,0.9667543363016659
008.jpg,Hawar,92.30559129901962,102.53247212610536,43.605177696078435,101.09344098423684,0.210630826400922,0.19665651882036983,0.23816822364473428,0.19971241833779452,6.058961397058825,6.439707804690504,4.381280637254902,6.370180699730873,7.80087469335792,7.860696588237145,7.6092174557058545,7.852076489625389,0.0009552360983455884,0.0008940511893142569,0.0009671185943357123,0.0008966649180120443,0.030906894026181093,0.029900688776586016,0.031098530420836806,0.02994436371025513,0.9716330240309852,0.96849288721677,0.9865985946552633,0.9689348962064741
009.jpg,Hawar,100.7053155637255,104.54023836985778,36.35726102941176,106.98835832372167,0.25909995546188697,0.24464008692685754,0.2893129144312809,0.2420771655322485,5.7267310049019615,5.935855440215303,3.7464460784313722,5.985051903114188,7.678457577052259,7.726347516232398,7.440858536732243,7.733896467721444,0.0008650002778378511,0.0008063222363977065,0.0009493665390865292,0.0007939962168160266,0.02941088706309028,0.028395813712547603,0.03081179220828495,0.02817793847704311,0.9669946277744501,0.9657518141813388,0.9880819590187228,0.9649502040576662
010.jpg,Hawar,163.69041053921572,174.54023836985775,58.266544117647065,167.06514417531722,0.22915439262768497,0.21446033773190637,0.266367402847969,0.2155620827760964,7.745955882352942,8.04313725490196,4.668719362745098,7.9199846212995,7.984544576823028,8.03223568434532,7.674888412601513,8.020040636523007,0.0008548275171358375,0.0007878305463503597,0.0009433358854992676,0.0007901748965034448,0.029237433490917727,0.028068319264793175,0.03071377354704673,0.02811004974210193,0.9591434262879239,0.9564279039889136,0.9854718114240447,0.9582933964326309
011.jpg,Hawar,90.22261029411764,93.66475970780469,40.46400122549019,96.21594771241831,0.23654506030793845,0.22131544941617964,0.26046288438373405,0.22687646992895458,5.625183823529412,5.890026912725874,4.0644607843137255,5.802445213379469,7.732123715057494,7.784340652250841,7.5511679636319435,7.765901073839497,0.0007977163512080691,0.0007473816668566092,0.000834883264925149,0.0007599180571279405,0.028243872808240537,0.027338282075811002,0.02889434659107468,0.02756661127392956,0.9612200258776943,0.9597524279810984,0.982604148089027,0.9586536210949621
012.jpg,Hawar,153.5584712009804,167.10163783160323,63.31452205882353,161.46638985005762,0.29979716448189614,0.2755292607314468,0.32770470443627964,0.2832182490168241,7.084359681372549,7.47764705882353,4.526899509803921,7.3459746251441755,7.741012763932397,7.811316552418843,7.490830056405457,7.7870570776981,0.0017455329587027827,0.0015259562576189533,0.0017634292127351858,0.0015877146591801183,0.04177957585594644,0.039063490084975165,0.04199320436374421,0.03984613731819081,0.9420470594655822,0.9369528184594611,0.9761261755607412,0.9390774969994363
